location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Anekal,888.0,2.0,1.0,34.0,2,3828.828828828829
Anekal,1200.0,2.0,1.0,36.1,2,3008.3333333333335
Anekal,700.0,1.0,0.0,19.4,2,2771.428571428571
Anekal,1200.0,1.0,1.0,36.0,2,3000.0
Anekal,1200.0,2.0,1.0,36.0,4,3000.0
Anekal,766.0,2.0,2.0,28.0,2,3655.3524804177546
Anekal,620.0,1.0,1.0,23.5,2,3790.3225806451615
Anekal,1150.0,3.0,2.0,45.0,3,3913.0434782608695
Anekal,1200.0,1.0,1.0,36.0,2,3000.0
Anekal,1200.0,1.0,1.0,36.0,2,3000.0
Anekal,400.0,1.0,1.0,11.5,1,2875.0
Anekal,456.0,1.0,1.0,15.0,1,3289.4736842105262
Anekal,1200.0,1.0,1.0,36.0,2,3000.0
Anekal,1200.0,1.0,1.0,36.0,2,3000.0
Anekal,1200.0,2.0,1.0,36.1,2,3008.3333333333335
Anekal,1200.0,2.0,1.0,36.1,2,3008.3333333333335
Anekal,680.0,1.0,1.0,21.0,2,3088.235294117647
Anekal,420.0,1.0,1.0,12.5,1,2976.190476190476
Anekal,625.0,1.0,1.0,25.0,2,4000.0
Anjanapura,1850.0,4.0,2.0,86.0,4,4648.648648648648
Anjanapura,1070.0,2.0,2.0,39.0,2,3644.8598130841124
Anjanapura,1500.0,3.0,1.0,121.0,3,8066.666666666667
Anjanapura,1070.0,2.0,2.0,37.0,2,3457.9439252336447
Anjanapura,950.0,2.0,1.0,40.0,2,4210.526315789473
Anjanapura,1280.0,2.0,2.0,45.0,3,3515.625
Anjanapura,710.0,2.0,0.0,25.0,2,3521.1267605633802
Anjanapura,1347.0,2.0,1.0,37.72,3,2800.2969561989607
Anjanapura,950.0,2.0,0.0,32.0,2,3368.4210526315787
Anjanapura,1800.0,4.0,2.0,55.0,4,3055.5555555555557
Anjanapura,1076.0,2.0,1.0,30.13,2,2800.185873605948
Anjanapura,950.0,2.0,0.0,30.0,2,3157.8947368421054
Ardendale,1650.0,3.0,3.0,82.0,3,4969.69696969697
Ardendale,1650.0,3.0,3.0,82.0,3,4969.69696969697
Ardendale,1224.0,2.0,2.0,67.0,2,5473.856209150327
Arekere,920.0,2.0,1.0,40.0,2,4347.826086956522
Arekere,1190.0,2.0,2.0,55.0,2,4621.848739495798
Arekere,600.0,1.0,1.0,28.0,1,4666.666666666667
Arekere,1100.0,2.0,2.0,55.0,2,5000.0
Arekere,900.0,2.0,3.0,50.0,2,5555.555555555556
Arekere,1240.0,2.0,2.0,60.0,2,4838.709677419355
Arekere,900.0,2.0,1.0,44.5,2,4944.444444444444
Attibele,450.0,1.0,1.0,11.0,1,2444.4444444444443
Attibele,1600.0,4.0,0.0,52.8,4,3300.0
Attibele,656.0,2.0,1.0,25.0,2,3810.9756097560976
Attibele,400.0,1.0,1.0,11.0,1,2750.0
Attibele,400.0,1.0,1.0,12.0,1,3000.0
Attibele,400.0,1.0,1.0,14.0,1,3500.0
Attibele,500.0,1.0,1.0,17.0,1,3400.0
Attibele,395.0,1.0,1.0,10.25,1,2594.9367088607596
Attibele,420.0,1.0,1.0,17.0,1,4047.6190476190477
Attibele,418.0,1.0,1.0,12.0,1,2870.813397129187
Attibele,1200.0,2.0,2.0,42.0,2,3500.0
Attibele,400.0,1.0,1.0,10.0,1,2500.0
Attibele,695.0,1.0,1.0,25.0,2,3597.122302158273
Attibele,850.0,1.0,1.0,25.0,2,2941.176470588235
Attibele,450.0,1.0,1.0,12.5,1,2777.777777777778
Attibele,995.0,1.0,1.0,24.88,2,2500.502512562814
Attibele,900.0,1.0,1.0,25.0,2,2777.777777777778
Attibele,1174.0,2.0,1.0,29.35,2,2500.0
Attibele,782.0,1.0,0.0,19.55,1,2500.0
Attibele,1175.0,2.0,1.0,29.38,2,2500.425531914894
Attibele,656.0,2.0,1.0,25.0,2,3810.9756097560976
Attibele,400.0,1.0,1.0,11.5,1,2875.0
Attibele,460.0,1.0,1.0,13.0,1,2826.086956521739
Attibele,418.0,2.0,1.0,11.5,1,2751.196172248804
Attibele,1000.0,2.0,1.0,42.0,2,4200.0
Attibele,550.0,1.0,1.0,11.5,1,2090.909090909091
Attibele,996.0,2.0,1.0,24.9,2,2500.0
Attibele,410.0,1.0,1.0,10.0,1,2439.0243902439024
Attibele,400.0,1.0,1.0,10.25,1,2562.5
Attibele,656.0,2.0,1.0,25.0,2,3810.9756097560976
Attibele,520.0,1.0,1.0,15.0,1,2884.6153846153848
BEML Layout,1060.0,2.0,1.0,55.0,2,5188.679245283019
BEML Layout,999.0,2.0,3.0,45.0,2,4504.504504504504
BEML Layout,1194.0,2.0,1.0,65.0,2,5443.886097152429
BEML Layout,1200.0,2.0,2.0,67.0,2,5583.333333333333
BEML Layout,1194.0,2.0,1.0,65.0,2,5443.886097152429
BTM 2nd Stage,950.0,2.0,1.0,52.0,2,5473.684210526316
BTM 2nd Stage,1200.0,2.0,2.0,80.0,2,6666.666666666667
BTM 2nd Stage,1274.0,2.0,2.0,70.0,2,5494.505494505494
BTM 2nd Stage,1200.0,2.0,0.0,35.0,2,2916.6666666666665
BTM 2nd Stage,1250.0,3.0,1.0,50.0,3,4000.0
BTM 2nd Stage,1070.0,2.0,1.0,48.0,2,4485.981308411215
BTM 2nd Stage,1280.0,2.0,2.0,80.0,2,6250.0
BTM 2nd Stage,1100.0,2.0,2.0,70.0,2,6363.636363636364
BTM 2nd Stage,1000.0,2.0,2.0,58.0,2,5800.0
BTM 2nd Stage,1265.0,2.0,2.0,55.0,2,4347.826086956522
BTM 2nd Stage,965.0,2.0,2.0,56.0,2,5803.108808290155
BTM 2nd Stage,1147.0,2.0,1.0,75.0,2,6538.7968613775065
BTM 2nd Stage,1750.0,3.0,3.0,172.0,3,9828.57142857143
BTM 2nd Stage,1400.0,2.0,3.0,90.0,2,6428.571428571428
BTM 2nd Stage,1200.0,2.0,2.0,70.0,2,5833.333333333333
BTM 2nd Stage,1100.0,2.0,2.0,47.0,2,4272.727272727273
BTM 2nd Stage,930.0,2.0,2.0,46.0,2,4946.236559139785
BTM 2nd Stage,1265.0,2.0,3.0,55.0,3,4347.826086956522
BTM Layout,1150.0,2.0,2.0,63.0,2,5478.260869565217
BTM Layout,1450.0,2.0,2.0,81.0,3,5586.206896551724
BTM Layout,1458.0,3.0,2.0,79.0,3,5418.38134430727
BTM Layout,935.0,2.0,1.0,51.5,2,5508.0213903743315
BTM Layout,1300.0,2.0,1.0,75.0,3,5769.2307692307695
BTM Layout,1540.0,2.0,2.0,78.0,3,5064.935064935065
BTM Layout,1196.0,2.0,2.0,56.81,2,4750.0
Babusapalaya,1358.0,2.0,1.0,43.4,3,3195.8762886597938
Babusapalaya,1213.0,2.0,2.0,41.39,3,3412.201154163232
Babusapalaya,1167.0,2.0,2.0,39.98,3,3425.8783204798624
Babusapalaya,1675.0,3.0,3.0,75.0,3,4477.611940298508
Babusapalaya,1141.0,2.0,1.0,46.0,2,4031.5512708150745
Babusapalaya,1453.0,2.0,2.0,43.59,3,3000.0
Babusapalaya,1050.0,2.0,3.0,45.0,2,4285.714285714285
Babusapalaya,1141.0,2.0,1.0,45.9,2,4022.787028921998
Babusapalaya,1358.0,2.0,1.0,43.1,3,3173.784977908689
Babusapalaya,1230.0,3.0,3.0,53.0,3,4308.943089430894
Babusapalaya,1105.0,2.0,1.0,40.0,2,3619.9095022624433
Babusapalaya,1410.0,2.0,3.0,65.0,3,4609.929078014185
Babusapalaya,1100.0,2.0,2.0,38.0,2,3454.5454545454545
Babusapalaya,1213.0,2.0,1.0,36.37,3,2998.3511953833467
Babusapalaya,1061.0,2.0,1.0,33.84,2,3189.4439208294066
Babusapalaya,1061.0,2.0,1.0,38.95,2,3671.065032987748
Babusapalaya,1061.0,2.0,1.0,34.0,2,3204.5240339302545
Babusapalaya,1245.0,2.0,2.0,58.0,2,4658.634538152611
Badavala Nagar,1494.0,2.0,2.0,94.55,3,6328.647925033467
Badavala Nagar,1274.0,2.0,1.0,81.0,2,6357.9277864992155
Badavala Nagar,1494.0,2.0,2.0,94.55,3,6328.647925033467
Badavala Nagar,1274.0,2.0,1.0,81.0,2,6357.9277864992155
Badavala Nagar,1494.0,2.0,2.0,94.55,3,6328.647925033467
Balagere,1210.0,2.0,1.0,80.9,2,6685.950413223141
Balagere,1210.0,2.0,1.0,72.0,2,5950.413223140496
Balagere,1205.0,2.0,1.0,78.5,2,6514.522821576764
Balagere,790.5,1.0,0.0,41.9,1,5300.44275774826
Balagere,1145.0,2.0,2.0,65.0,2,5676.855895196507
Balagere,1012.0,2.0,1.0,54.59,2,5394.268774703557
Balagere,1020.07,2.0,1.0,68.38,2,6703.461527150097
Balagere,1205.47,2.0,1.0,81.0,2,6719.370867794304
Balagere,1007.0,2.0,1.0,65.0,2,6454.816285998014
Balagere,1205.0,2.0,1.0,70.0,2,5809.128630705394
Balagere,1210.0,2.0,1.0,74.0,2,6115.702479338843
Balagere,1210.0,2.0,1.0,83.0,2,6859.504132231405
Balagere,675.0,1.0,1.0,45.0,1,6666.666666666667
Balagere,656.0,1.0,1.0,43.0,1,6554.878048780488
Balagere,1012.0,2.0,1.0,54.59,2,5394.268774703557
Balagere,1012.0,2.0,1.0,64.0,2,6324.110671936759
Balagere,1007.0,2.0,1.0,62.0,2,6156.901688182721
Balagere,1007.0,2.0,1.0,67.0,2,6653.4260178748755
Balagere,1007.0,2.0,1.0,66.0,2,6554.121151936445
Balagere,1205.0,2.0,1.0,63.86,2,5299.585062240664
Balagere,1012.0,2.0,1.0,53.58,2,5294.466403162055
Balagere,645.0,1.0,1.0,34.18,1,5299.224806201551
Balagere,1007.0,2.0,1.0,53.0,2,5263.1578947368425
Balagere,1210.0,2.0,1.0,69.0,2,5702.479338842975
Balagere,790.5,1.0,0.0,42.295,1,5350.411132194813
Balagere,1012.0,2.0,1.0,65.0,2,6422.924901185771
Balagere,656.0,1.0,1.0,38.77,1,5910.0609756097565
Balagere,645.0,1.0,1.0,39.0,1,6046.511627906977
Balagere,645.0,1.0,1.0,41.0,1,6356.589147286822
Balagere,1210.0,2.0,1.0,82.0,2,6776.859504132231
Balagere,656.0,1.0,1.0,34.77,1,5300.304878048782
Balagere,1205.0,2.0,1.0,73.87,2,6130.290456431535
Balagere,1012.0,2.0,1.0,70.0,2,6916.99604743083
Balagere,1007.0,2.0,1.0,68.0,2,6752.730883813307
Balagere,1205.0,2.0,1.0,67.0,2,5560.165975103734
Balagere,1205.0,2.0,1.0,79.0,2,6556.016597510374
Balagere,1012.0,2.0,1.0,68.0,2,6719.367588932806
Banashankari,1200.0,2.0,2.0,42.0,3,3500.0
Banashankari,1077.0,2.0,2.0,37.64,2,3494.8932219127205
Banashankari,1470.0,2.0,1.0,88.64,3,6029.931972789115
Banashankari,1300.0,2.0,2.0,75.0,3,5769.2307692307695
Banashankari,1125.0,2.0,1.0,63.0,2,5600.0
Banashankari,1340.0,2.0,3.0,53.6,3,4000.0
Banashankari,1310.0,2.0,2.0,80.0,2,6106.8702290076335
Banashankari,1260.0,2.0,3.0,75.0,2,5952.380952380952
Banashankari,1170.0,2.0,2.0,46.79,2,3999.1452991452993
Banashankari,1350.0,2.0,0.0,83.0,3,6148.148148148148
Banashankari,1425.0,3.0,3.0,49.88,3,3500.3508771929824
Banashankari,1400.0,2.0,1.0,78.0,3,5571.428571428572
Banashankari,1700.0,3.0,2.0,125.0,3,7352.941176470588
Banashankari,1020.0,2.0,2.0,40.79,2,3999.0196078431372
Banashankari,1041.0,2.0,1.0,36.44,2,3500.480307396734
Banashankari,1390.0,2.0,2.0,86.0,2,6187.050359712231
Banashankari,1460.0,2.0,3.0,70.0,2,4794.520547945205
Banashankari,1200.0,2.0,1.0,60.0,2,5000.0
Banashankari,1290.0,2.0,2.0,80.0,2,6201.550387596899
Banashankari,1186.0,2.0,3.0,65.0,2,5480.607082630691
Banashankari,1650.0,3.0,2.0,101.0,3,6121.212121212121
Banashankari,1300.0,2.0,2.0,55.0,3,4230.7692307692305
Banashankari,1181.0,2.0,1.0,75.0,2,6350.550381033023
Banashankari,1105.0,2.0,2.0,90.0,2,8144.796380090498
Banashankari,1040.0,2.0,3.0,45.0,2,4326.923076923077
Banashankari,1330.0,2.0,2.0,77.0,2,5789.473684210527
Banashankari,1200.0,2.0,3.0,49.0,2,4083.3333333333335
Banashankari,1185.0,2.0,2.0,67.0,2,5654.008438818565
Banashankari,1000.0,2.0,1.0,50.0,2,5000.0
Banashankari,1650.0,3.0,2.0,90.75,3,5500.0
Banashankari,1650.0,3.0,2.0,101.0,3,6121.212121212121
Banashankari,1310.0,2.0,2.0,80.43,2,6139.69465648855
Banashankari,600.0,1.0,0.0,27.0,2,4500.0
Banashankari,1020.0,2.0,1.0,42.83,2,4199.019607843137
Banashankari,1372.0,2.0,2.0,48.02,3,3500.0
Banashankari,1540.0,3.0,3.0,80.0,3,5194.805194805195
Banashankari,1683.0,3.0,2.0,115.0,3,6833.036244800951
Banashankari,1175.0,2.0,1.0,41.13,2,3500.4255319148942
Banashankari,1770.0,3.0,3.0,108.0,3,6101.6949152542375
Banashankari,1200.0,2.0,2.0,42.0,3,3500.0
Banashankari,1420.0,3.0,1.0,66.0,3,4647.887323943662
Banashankari,1200.0,3.0,2.0,74.52,3,6210.0
Banashankari,1100.0,2.0,1.0,63.0,2,5727.272727272727
Banashankari,1020.0,2.0,2.0,40.79,2,3999.0196078431372
Banashankari,1260.0,2.0,3.0,75.0,2,5952.380952380952
Banashankari,1340.0,2.0,2.0,53.6,3,4000.0
Banashankari,1426.0,3.0,2.0,85.0,3,5960.729312762974
Banashankari Stage II,1200.0,2.0,1.0,150.0,4,12500.0
Banashankari Stage II,1500.0,2.0,1.0,120.0,3,8000.0
Banashankari Stage II,500.0,2.0,1.0,55.0,2,11000.0
Banashankari Stage II,1050.0,3.0,2.0,125.0,4,11904.761904761905
Banashankari Stage II,1240.0,2.0,2.0,59.52,3,4800.0
Banashankari Stage II,1250.0,2.0,2.0,110.0,2,8800.0
Banashankari Stage II,1260.0,2.0,1.0,95.0,3,7539.68253968254
Banashankari Stage II,1200.0,2.0,1.0,198.0,3,16500.0
Banashankari Stage II,1245.0,2.0,1.0,125.0,2,10040.160642570281
Banashankari Stage III,1305.0,2.0,1.0,58.7,3,4498.08429118774
Banashankari Stage III,1145.0,2.0,3.0,58.4,2,5100.436681222707
Banashankari Stage III,1650.0,3.0,2.0,118.0,3,7151.515151515152
Banashankari Stage III,1350.0,2.0,2.0,68.0,3,5037.037037037037
Banashankari Stage III,1305.0,2.0,1.0,59.0,3,4521.072796934866
Banashankari Stage III,1305.0,2.0,1.0,60.0,3,4597.701149425287
Banashankari Stage III,1200.0,2.0,0.0,42.0,2,3500.0
Banashankari Stage III,1305.0,2.0,1.0,59.0,3,4521.072796934866
Banashankari Stage III,1480.0,3.0,1.0,75.48,3,5100.0
Banashankari Stage III,1305.0,2.0,1.0,59.0,3,4521.072796934866
Banashankari Stage III,1000.0,2.0,1.0,120.0,3,12000.0
Banashankari Stage III,1085.0,2.0,1.0,50.0,2,4608.294930875576
Banashankari Stage III,1500.0,2.0,2.0,100.0,3,6666.666666666667
Banashankari Stage III,1420.0,2.0,2.0,95.0,3,6690.140845070423
Banashankari Stage V,1300.0,2.0,1.0,58.5,3,4500.0
Banashankari Stage V,1305.0,2.0,2.0,49.0,3,3754.7892720306513
Banashankari Stage V,1035.0,2.0,2.0,35.77,2,3456.038647342996
Banashankari Stage V,1355.0,2.0,1.0,61.0,3,4501.845018450184
Banashankari Stage V,1510.0,3.0,3.0,47.57,3,3150.3311258278145
Banashankari Stage V,1650.0,3.0,2.0,51.98,3,3150.3030303030305
Banashankari Stage V,1630.0,3.0,2.0,51.35,3,3150.306748466258
Banashankari Stage V,1510.0,3.0,3.0,47.57,3,3150.3311258278145
Banashankari Stage V,1315.0,2.0,2.0,49.0,3,3726.235741444867
Banashankari Stage V,1540.0,3.0,2.0,48.51,3,3150.0
Banashankari Stage V,920.0,2.0,1.0,41.5,2,4510.869565217391
Banashankari Stage VI,1177.5,2.0,0.0,59.935,2,5090.0212314225055
Banashankari Stage VI,1160.0,2.0,1.0,59.0,2,5086.206896551724
Banashankari Stage VI,1180.0,2.0,1.0,59.47,2,5039.830508474576
Banashankari Stage VI,1423.0,2.0,1.0,71.73,3,5040.758959943781
Banashankari Stage VI,1392.0,3.0,1.0,69.46,3,4989.942528735632
Banaswadi,1184.0,2.0,3.0,53.0,2,4476.351351351352
Banaswadi,1145.0,2.0,2.0,55.0,2,4803.493449781659
Banaswadi,1365.0,2.0,2.0,73.0,2,5347.985347985348
Banaswadi,1903.0,6.0,2.0,140.0,5,7356.8050446663165
Banaswadi,1222.0,2.0,2.0,80.0,2,6546.6448445171845
Banaswadi,870.0,2.0,2.0,38.0,2,4367.816091954023
Banaswadi,1200.0,2.0,3.0,60.0,2,5000.0
Banaswadi,1600.0,3.0,2.0,74.5,3,4656.25
Banaswadi,527.0,1.0,0.0,35.0,1,6641.366223908918
Banaswadi,1340.0,2.0,2.0,73.0,2,5447.761194029851
Banaswadi,1008.0,2.0,2.0,52.0,2,5158.730158730159
Banaswadi,1105.0,2.0,2.0,57.0,2,5158.371040723982
Banjara Layout,1200.0,5.0,2.0,96.0,5,8000.0
Banjara Layout,1200.0,2.0,2.0,70.0,2,5833.333333333333
Banjara Layout,1050.0,2.0,1.0,64.8,2,6171.428571428572
Banjara Layout,753.0,3.0,3.0,59.5,2,7901.726427622842
Banjara Layout,900.0,3.0,1.0,79.0,3,8777.777777777777
Banjara Layout,1200.0,4.0,1.0,105.0,4,8750.0
Bannerghatta,810.0,4.0,1.0,50.0,4,6172.83950617284
Bannerghatta,1665.0,3.0,3.0,110.0,3,6606.606606606607
Bannerghatta,1100.0,2.0,1.0,66.0,2,6000.0
Bannerghatta,1113.0,2.0,1.0,70.0,2,6289.308176100629
Bannerghatta,1200.0,2.0,2.0,73.2,2,6100.0
Bannerghatta,940.0,4.0,2.0,45.0,4,4787.234042553191
Bannerghatta Road,1050.0,2.0,1.0,65.0,2,6190.476190476191
Bannerghatta Road,1170.0,2.0,1.0,66.0,3,5641.025641025641
Bannerghatta Road,595.0,1.0,1.0,33.32,1,5600.0
Bannerghatta Road,1445.0,3.0,2.0,95.0,3,6574.39446366782
Bannerghatta Road,1380.0,3.0,0.0,58.0,4,4202.898550724638
Bannerghatta Road,1460.0,2.0,1.0,90.0,3,6164.3835616438355
Bannerghatta Road,1179.0,2.0,1.0,66.02,2,5599.660729431722
Bannerghatta Road,1122.5,2.0,0.0,58.935,2,5250.334075723831
Bannerghatta Road,793.0,2.0,1.0,45.0,2,5674.653215636822
Bannerghatta Road,1400.0,2.0,2.0,78.0,2,5571.428571428572
Bannerghatta Road,1654.0,3.0,2.0,100.0,3,6045.949214026602
Bannerghatta Road,1181.0,2.0,0.0,55.0,2,4657.070279424217
Bannerghatta Road,1460.0,2.0,2.0,72.0,3,4931.506849315068
Bannerghatta Road,1200.0,2.0,2.0,75.0,2,6250.0
Bannerghatta Road,595.0,1.0,1.0,31.83,1,5349.579831932773
Bannerghatta Road,1105.0,2.0,1.0,51.0,2,4615.384615384615
Bannerghatta Road,1255.0,2.0,2.0,65.26,2,5200.000000000001
Bannerghatta Road,1550.0,3.0,2.0,78.0,3,5032.258064516129
Bannerghatta Road,1550.0,3.0,2.0,82.0,3,5290.322580645161
Bannerghatta Road,1550.0,2.0,2.0,75.0,3,4838.709677419355
Bannerghatta Road,912.0,2.0,1.0,55.0,2,6030.701754385965
Bannerghatta Road,1218.0,2.0,1.0,73.0,2,5993.431855500821
Bannerghatta Road,1115.0,2.0,1.0,65.12,2,5840.358744394619
Bannerghatta Road,1600.0,3.0,2.0,95.0,3,5937.5
Bannerghatta Road,1275.0,2.0,2.0,65.0,2,5098.0392156862745
Bannerghatta Road,892.0,2.0,1.0,39.0,2,4372.197309417041
Bannerghatta Road,1260.0,2.0,2.0,70.0,2,5555.555555555556
Bannerghatta Road,1150.0,2.0,2.0,65.0,2,5652.173913043478
Bannerghatta Road,950.0,2.0,0.0,38.0,2,4000.0
Bannerghatta Road,1220.0,2.0,1.0,80.0,2,6557.377049180328
Bannerghatta Road,1130.0,2.0,2.0,78.0,2,6902.654867256637
Bannerghatta Road,1486.0,3.0,1.0,83.22,3,5600.269179004038
Bannerghatta Road,1460.0,2.0,2.0,75.0,3,5136.986301369863
Bannerghatta Road,1015.0,2.0,0.0,48.0,2,4729.064039408867
Bannerghatta Road,1115.0,2.0,1.0,61.0,2,5470.85201793722
Bannerghatta Road,1136.0,2.0,1.0,48.0,2,4225.352112676056
Bannerghatta Road,1200.0,2.0,2.0,69.0,3,5750.0
Bannerghatta Road,1465.0,2.0,1.0,76.0,3,5187.713310580205
Bannerghatta Road,1200.0,2.0,2.0,65.0,2,5416.666666666667
Bannerghatta Road,1240.0,2.0,1.0,65.0,2,5241.935483870968
Bannerghatta Road,1100.0,2.0,2.0,52.0,3,4727.272727272727
Bannerghatta Road,1268.0,2.0,1.0,69.0,2,5441.640378548896
Bannerghatta Road,1450.0,2.0,2.0,87.0,3,6000.0
Bannerghatta Road,1625.0,2.0,3.0,75.0,3,4615.384615384615
Bannerghatta Road,960.0,2.0,3.0,58.0,2,6041.666666666667
Bannerghatta Road,1275.0,2.0,1.0,73.0,2,5725.490196078431
Bannerghatta Road,1430.0,3.0,2.0,59.0,3,4125.874125874126
Bannerghatta Road,1240.0,2.0,1.0,71.0,2,5725.806451612903
Bannerghatta Road,1305.0,2.0,2.0,60.0,3,4597.701149425287
Bannerghatta Road,1215.0,2.0,1.0,68.0,2,5596.707818930041
Bannerghatta Road,1215.0,2.0,1.0,68.0,2,5596.707818930041
Bannerghatta Road,1693.0,3.0,2.0,89.0,3,5256.940342587123
Bannerghatta Road,1280.0,2.0,2.0,60.16,2,4700.0
Bannerghatta Road,630.0,1.0,2.0,35.0,1,5555.555555555556
Bannerghatta Road,1215.0,2.0,1.0,68.0,2,5596.707818930041
Bannerghatta Road,1365.0,3.0,1.0,76.18,3,5580.952380952382
Bannerghatta Road,1115.0,2.0,2.0,78.0,2,6995.5156950672645
Bannerghatta Road,1535.0,3.0,3.0,60.0,3,3908.7947882736157
Bannerghatta Road,1655.0,3.0,3.0,90.0,3,5438.0664652567975
Bannerghatta Road,1247.0,2.0,1.0,47.39,2,3800.3207698476344
Bannerghatta Road,905.0,2.0,1.0,65.0,2,7182.32044198895
Bannerghatta Road,1000.0,2.0,1.0,50.0,2,5000.0
Bannerghatta Road,1012.0,2.0,1.0,45.0,2,4446.640316205534
Bannerghatta Road,1725.0,3.0,3.0,85.0,3,4927.536231884058
Bannerghatta Road,1460.0,2.0,2.0,80.0,3,5479.45205479452
Bannerghatta Road,1340.0,2.0,3.0,85.0,2,6343.2835820895525
Bannerghatta Road,1520.0,2.0,3.0,81.0,3,5328.9473684210525
Bannerghatta Road,1115.0,2.0,1.0,61.0,2,5470.85201793722
Bannerghatta Road,1154.0,2.0,2.0,47.0,2,4072.790294627383
Bannerghatta Road,1000.0,2.0,1.0,44.5,2,4450.0
Bannerghatta Road,1640.0,3.0,2.0,105.0,3,6402.4390243902435
Bannerghatta Road,1012.0,2.0,1.0,44.0,2,4347.826086956522
Bannerghatta Road,1660.0,3.0,2.0,85.0,3,5120.481927710844
Bannerghatta Road,1550.0,3.0,2.0,96.0,3,6193.548387096775
Bannerghatta Road,1200.0,2.0,2.0,78.0,2,6500.0
Bannerghatta Road,1453.0,2.0,2.0,73.0,3,5024.088093599449
Bannerghatta Road,1450.0,2.0,2.0,78.0,3,5379.310344827586
Bannerghatta Road,700.0,1.0,1.0,31.2,1,4457.142857142857
Bannerghatta Road,1630.0,3.0,3.0,68.0,3,4171.7791411042945
Bannerghatta Road,1400.0,3.0,2.0,69.0,3,4928.571428571428
Bannerghatta Road,905.0,2.0,1.0,58.0,2,6408.839779005525
Bannerghatta Road,1465.0,2.0,1.0,75.0,3,5119.453924914676
Bannerghatta Road,1660.0,3.0,3.0,80.0,3,4819.277108433735
Bannerghatta Road,1520.0,2.0,3.0,80.0,3,5263.1578947368425
Bannerghatta Road,1270.0,2.0,1.0,73.0,3,5748.031496062992
Bannerghatta Road,1122.5,2.0,0.0,61.74,2,5500.22271714922
Bannerghatta Road,1655.0,3.0,3.0,95.0,3,5740.181268882176
Bannerghatta Road,1206.0,2.0,3.0,53.0,2,4394.69320066335
Bannerghatta Road,1150.0,2.0,2.0,55.0,2,4782.608695652174
Bannerghatta Road,1215.0,2.0,1.0,65.0,2,5349.794238683127
Bannerghatta Road,1246.0,2.0,2.0,47.35,2,3800.1605136436597
Bannerghatta Road,1470.0,2.0,1.0,85.0,3,5782.312925170068
Bannerghatta Road,1160.0,2.0,2.0,45.0,2,3879.310344827586
Bannerghatta Road,970.0,2.0,1.0,57.0,2,5876.288659793814
Basavangudi,1125.0,4.0,3.0,180.0,4,16000.0
Basavangudi,1500.0,2.0,1.0,143.0,3,9533.333333333334
Basavangudi,600.0,1.0,0.0,97.5,1,16250.0
Basavangudi,1036.0,2.0,2.0,105.0,2,10135.135135135135
Basavangudi,1600.0,2.0,2.0,160.0,3,10000.0
Basavangudi,1100.0,2.0,3.0,93.0,2,8454.545454545454
Basavangudi,670.0,1.0,1.0,50.0,1,7462.686567164179
Basavangudi,1542.14,3.0,3.0,120.0,3,7781.394685307429
Basavangudi,1050.0,2.0,1.0,103.0,2,9809.52380952381
Basavangudi,1350.0,2.0,2.0,130.0,3,9629.62962962963
Basavangudi,1485.0,3.0,1.0,140.0,3,9427.609427609428
Basavangudi,1180.0,2.0,3.0,124.0,2,10508.474576271186
Basavangudi,1600.0,3.0,3.0,130.0,3,8125.0
Basavangudi,1200.0,2.0,3.0,120.0,2,10000.0
Basavangudi,1214.0,3.0,0.0,220.0,6,18121.91103789127
Basavangudi,1650.0,3.0,3.0,125.0,3,7575.757575757576
Basaveshwara Nagar,1200.0,2.0,2.0,65.0,2,5416.666666666667
Basaveshwara Nagar,1200.0,2.0,0.0,90.0,2,7500.0
Basaveshwara Nagar,1200.0,2.0,2.0,80.0,2,6666.666666666667
Basaveshwara Nagar,900.0,2.0,1.0,60.0,2,6666.666666666667
Basaveshwara Nagar,1200.0,2.0,2.0,85.0,2,7083.333333333333
Basaveshwara Nagar,1200.0,2.0,1.0,70.0,2,5833.333333333333
Battarahalli,1200.0,2.0,1.0,65.0,2,5416.666666666667
Battarahalli,1300.0,2.0,1.0,50.0,2,3846.153846153846
Battarahalli,1135.0,2.0,3.0,43.0,2,3788.546255506608
Battarahalli,1276.0,2.0,2.0,45.0,2,3526.6457680250783
Battarahalli,1071.0,2.0,1.0,62.0,2,5788.9822595704945
Battarahalli,1165.0,2.0,1.0,43.0,2,3690.987124463519
Battarahalli,1516.0,3.0,3.0,65.0,3,4287.598944591029
Battarahalli,1090.0,2.0,2.0,38.37,2,3520.1834862385317
Battarahalli,1097.0,2.0,1.0,49.0,2,4466.727438468551
Begur,1664.0,4.0,3.0,65.0,4,3906.25
Begur,1419.0,2.0,2.0,59.0,3,4157.85764622974
Begur,1580.0,3.0,2.0,75.0,3,4746.835443037975
Begur,1559.0,3.0,2.0,63.0,3,4041.0519563822963
Begur,1475.0,2.0,2.0,74.0,3,5016.949152542373
Begur,1100.0,2.0,2.0,55.0,2,5000.0
Begur,1306.0,2.0,3.0,65.0,2,4977.029096477795
Begur,1304.0,3.0,0.0,65.0,3,4984.662576687117
Begur,1411.0,2.0,2.0,60.0,3,4252.303330970943
Begur,815.0,2.0,1.0,40.0,2,4907.9754601227
Begur,1443.0,2.0,2.0,70.0,3,4851.004851004851
Begur Road,1200.0,2.0,2.0,44.0,2,3666.6666666666665
